value_ratio,time_delta,same_asset,hop_count,amount_similarity,degree,fanout,fanin,address_age,transaction_frequency,entity_evidence,path_length,relevance_score
0.9992,1.0,1,1,0.9987,2.0,1.5,0.5,133,21.6,0,2,15.029487416667894
1.0,30.1,1,4,1.0,2.0,1.0,1.0,524,22.7,0,5,27.15839907227101
0.9971,62.8,1,3,0.9997,1.75,0.75,1.0,409,18.1,0,4,22.46804176589545
0.1958,1.0,1,1,0.1871,3.5,0.5,3.0,128,37.0,2,2,43.86210400369042
0.6013,66.6,1,3,0.3882,33.25,1.0,32.25,292,338.7,2,4,76.43788734228757
0.8971,7.2,1,2,0.3722,10.33,1.0,9.33,760,106.3,1,3,44.382208136895166
0.2816,37.8,1,1,0.7045,33.0,0.5,32.5,16,331.0,2,2,69.84857865413638
0.5053,1.0,1,1,0.0,4.0,1.0,3.0,439,45.7,2,2,53.00610695202334
0.2493,1.0,1,1,0.0,1.5,0.5,1.0,142,22.0,2,2,43.51457300899812
0.937,46.8,1,1,0.0,2.0,0.5,1.5,82,25.5,2,2,44.918910774426664
0.9999,71.7,1,2,1.0,1.67,0.67,1.0,508,17.3,0,3,22.75821023505082
0.8351,102.2,1,6,0.9953,2.0,1.0,1.0,156,27.8,0,7,28.844755001488693
0.9987,1.0,1,2,1.0,2.33,1.33,1.0,298,27.2,0,3,19.78630625053596
1.0,1.0,1,2,1.0,1.67,0.67,1.0,361,19.4,0,3,20.091155250537035
0.9286,1.0,1,1,0.9941,23.0,0.5,22.5,144,232.1,1,2,52.45007064976289
0.9904,1.0,1,2,0.9997,1.67,0.67,1.0,159,28.4,0,3,16.651169733613482
1.0,1.0,1,4,1.0,2.0,1.0,1.0,775,21.0,0,5,25.747007505911135
1.0,1.0,1,1,1.0,1.5,0.5,1.0,713,22.4,0,2,16.837422795149045
0.4301,27.5,1,3,0.1064,8.75,0.75,8.0,499,89.5,2,4,54.54080991362694
0.1382,40.0,1,2,0.0,7.33,0.67,6.67,848,77.9,1,3,49.73320844515903
0.1177,27.0,1,3,0.0655,36.75,0.75,36.0,250,370.3,2,4,81.47819832265681
0.7528,1.0,0,3,0.664,8.75,1.25,7.5,460,94.1,1,4,44.5336642114167
0.0838,1.0,1,1,0.0,27.0,1.0,26.0,197,275.6,1,2,65.73792810177486
0.4235,90.0,1,1,0.0,6.5,1.5,5.0,798,66.3,1,2,40.73756695048763
1.0,80.6,0,1,1.0,1.5,1.0,0.5,440,23.5,0,2,20.879045021770743
0.4039,1.0,1,2,0.4394,34.67,0.67,34.0,22,347.6,1,3,59.29279152518655
0.3755,1.0,1,1,0.873,1.5,1.0,0.5,171,22.3,1,2,30.88326500780564
0.2037,12.2,1,1,0.0,10.0,0.5,9.5,541,106.1,2,2,54.16451133960529
0.9994,109.5,1,5,1.0,2.17,1.17,1.0,192,25.9,0,6,24.38130536182822
0.2328,1.0,1,1,0.0,13.0,1.0,12.0,188,130.3,1,2,50.14409576097357
0.9998,6.9,1,4,1.0,2.0,1.0,1.0,394,25.5,1,5,28.638961459193933
0.1015,1.0,1,1,0.0,77.0,0.5,76.5,291,778.7,2,2,92.70613814895258
0.8693,62.6,0,5,0.8619,2.67,1.0,1.67,780,30.3,1,6,30.72589489234824
1.0,1.0,0,2,1.0,2.0,1.0,1.0,386,25.5,0,3,13.264084124480775
0.9987,1.0,1,1,0.9997,1.5,0.5,1.0,241,15.7,3,2,53.79949207874702
0.8436,31.2,1,3,0.3333,9.0,0.75,8.25,487,98.7,1,4,48.0019790241243
0.4653,1.0,1,2,0.6771,2.33,1.33,1.0,265,23.9,1,3,36.31101930070205
0.9994,38.3,1,2,1.0,1.67,0.67,1.0,153,23.1,0,3,22.601830955582066
0.8501,42.0,1,2,0.4988,2.67,1.67,1.0,622,33.5,0,3,24.88233703936829
1.0,82.8,1,1,1.0,2.0,1.0,1.0,426,20.8,0,2,12.432496918554808
0.9988,1.0,1,2,1.0,2.33,1.33,1.0,689,28.3,0,3,20.333581400596206
0.6944,1.0,1,1,0.2263,5.0,0.5,4.5,95,52.1,0,2,24.806586163216053
0.381,87.4,1,1,0.3355,2.5,0.5,2.0,765,31.7,1,2,39.788632192445725
0.9991,12.4,0,1,1.0,2.0,1.0,1.0,383,26.0,3,2,47.153537025668705
0.2214,1.0,1,1,0.3281,1.5,1.0,0.5,12,29.9,2,2,40.51537480093554
0.6723,25.3,1,3,0.7693,3.5,0.75,2.75,204,37.3,0,4,23.017582756072187
0.6013,1.0,1,3,0.3882,33.25,1.0,32.25,225,335.5,2,4,74.41494474524197
0.5755,12.8,1,1,0.9363,1.5,1.0,0.5,312,18.6,0,2,15.340534361195012
0.0656,1.0,1,1,0.0,32.5,0.5,32.0,638,332.6,2,2,68.31700964474257
1.0,93.6,1,1,1.0,2.0,1.0,1.0,288,22.8,0,2,18.43333514334396
0.4006,1.0,1,1,0.0,2.0,0.5,1.5,571,26.1,0,2,29.571756828787393
0.9712,27.3,1,2,0.0,5.0,1.33,3.67,305,50.7,1,3,38.95417336737376
0.8143,1.0,1,5,0.7856,2.67,1.83,0.83,684,30.2,0,6,24.903584413001923
0.7549,103.3,1,2,0.5752,2.0,1.0,1.0,220,21.2,0,3,24.152390335914983
0.8429,1.0,1,1,0.8935,5.5,0.5,5.0,41,56.5,1,2,24.460781343560797
0.8732,1.0,1,5,0.8438,17.83,7.83,10.0,827,179.7,0,6,28.44559127129179
1.0,1.0,1,1,1.0,2.0,1.0,1.0,631,29.5,0,2,14.348281178453806
0.4843,29.5,1,1,0.0,4.0,0.5,3.5,327,47.8,0,2,28.637165705628107
0.9997,1.0,1,1,1.0,1.5,0.5,1.0,319,16.5,0,2,19.3499252796908
0.9052,81.1,1,1,0.9462,2.0,1.0,1.0,125,20.8,1,2,35.5120474921603
0.9287,27.1,1,1,0.8889,7.5,0.5,7.0,491,80.6,0,2,28.266942810506663
0.7472,114.4,1,1,0.0464,10.0,0.5,9.5,239,109.0,1,2,42.78819122845977
0.5141,1.0,1,3,0.2785,3.25,1.0,2.25,86,33.9,0,4,29.36126108894047
0.7653,1.0,1,1,0.0,6.5,1.0,5.5,671,69.7,0,2,26.43831162137904
0.0436,113.6,1,1,0.0408,42.5,1.0,41.5,207,429.8,1,2,65.96425064196018
0.9998,92.6,1,1,1.0,2.5,1.5,1.0,628,27.4,0,2,16.034215719835004
0.9573,28.6,1,1,0.0,16.0,1.0,15.0,241,163.5,1,2,51.082287331918444
0.8919,22.2,1,4,0.9846,2.0,1.0,1.0,870,20.3,0,5,18.44455395137707
0.9949,1.0,1,2,0.9999,1.67,0.67,1.0,229,20.0,0,3,22.234816261860054
1.0,42.2,1,1,0.9999,2.0,0.5,1.5,784,23.4,1,2,35.93886146065361
0.3746,1.0,1,1,0.3676,13.5,0.5,13.0,481,137.0,1,2,43.474746416147795
0.1548,1.0,1,1,0.0,8.0,0.5,7.5,489,85.2,2,2,55.36937122601574
0.5954,93.0,1,3,0.7293,3.5,1.0,2.5,456,39.6,0,4,28.145960276234675
0.2609,92.4,0,1,0.0862,32.5,1.0,31.5,128,336.5,1,2,58.66622257510945
0.5423,1.0,1,3,0.4673,4.25,0.75,3.5,137,44.3,1,4,39.72854163729233
0.5518,1.0,1,2,0.5019,17.67,0.67,17.0,196,181.6,3,3,67.92582120946122
0.6222,1.0,1,2,0.211,6.67,2.0,4.67,689,71.5,0,3,31.449063133671164
0.9755,1.0,0,3,0.9973,1.75,0.75,1.0,330,19.5,1,4,27.087175007909803
0.4964,1.0,1,1,0.1997,5.5,0.5,5.0,628,62.1,2,2,49.360747053420546
0.3592,1.0,1,1,0.9608,5.0,1.0,4.0,248,54.8,1,2,33.50643097777597
0.6576,1.0,1,3,0.7049,45.75,3.0,42.75,45,457.5,1,4,71.97970491582448
0.5339,60.7,1,1,0.6445,5.5,1.0,4.5,64,58.3,1,2,38.97411662839656
0.5642,1.0,1,3,0.2262,2.0,1.0,1.0,642,20.4,1,4,50.27847004232768
0.5516,21.1,1,4,0.7159,21.2,1.4,19.8,147,219.9,1,5,47.51023820128443
0.2331,1.0,1,3,0.2918,20.0,2.75,17.25,66,207.9,1,4,57.23451962855185
0.9982,52.6,1,2,1.0,2.33,1.33,1.0,229,25.6,0,3,20.381379123631827
0.8345,42.6,1,1,0.9956,1.5,0.5,1.0,671,17.5,0,2,29.00115948738931
0.1576,1.0,1,1,0.1041,33.5,1.0,32.5,425,337.2,2,2,67.59951838665813
0.6827,1.0,0,2,0.5,3.0,1.0,2.0,181,31.3,0,3,20.934602006618835
0.2975,1.0,1,2,0.1599,19.0,1.0,18.0,799,195.0,1,3,49.06120683205556
1.0,85.6,1,4,1.0,1.8,0.8,1.0,677,21.4,0,5,10.952497242310884
0.2308,1.0,1,2,0.3531,2.33,1.0,1.33,294,23.5,0,3,23.466346818858916
0.9039,1.0,1,1,0.9808,2.0,1.0,1.0,267,20.3,1,2,24.01877954699648
0.3684,45.4,1,1,0.1151,5.5,1.0,4.5,104,61.1,1,2,40.218079192594374
0.9863,1.0,1,3,0.9965,1.75,0.75,1.0,364,22.8,0,4,23.091138218770066
0.6086,31.9,1,2,0.5745,2.0,0.67,1.33,742,20.4,0,3,33.57368203105988
0.9837,1.0,1,1,0.9999,1.5,1.0,0.5,594,18.4,0,2,22.79090453228901
0.375,1.0,1,1,0.8602,2.5,2.0,0.5,317,27.1,1,2,26.913615364769182
0.8229,1.0,1,4,0.6629,2.0,1.0,1.0,82,22.8,1,5,31.545703868614
0.5003,29.1,1,1,0.0,2.0,1.0,1.0,339,23.7,2,2,50.311499892221015
0.6692,1.0,1,2,0.6649,4.67,0.67,4.0,432,50.1,1,3,28.375168666931007
0.9999,1.0,1,2,1.0,2.0,1.0,1.0,815,28.4,1,3,39.44176895037765
1.0,83.4,1,5,1.0,2.0,1.0,1.0,621,20.8,0,6,30.059110504075058
0.9996,1.0,1,1,1.0,2.0,1.0,1.0,179,30.1,0,2,15.684419223553828
0.9983,1.0,0,2,1.0,2.33,1.33,1.0,676,24.5,0,3,10.761316353066828
0.3573,1.0,1,1,0.2621,10.0,0.5,9.5,352,100.8,2,2,59.29577946892672
0.9178,67.8,0,2,0.9578,3.67,3.0,0.67,726,40.3,0,3,20.428896283732843
0.1699,1.0,1,1,0.0246,7.0,0.5,6.5,514,77.6,0,2,38.78467012721988
0.9995,11.5,1,1,0.9996,1.5,0.5,1.0,376,19.4,3,2,39.302921961565744
0.2801,1.0,1,2,0.0692,5.0,4.0,1.0,236,51.5,1,3,38.18496654547074
0.8957,1.0,1,1,0.0,19.0,0.5,18.5,648,195.8,1,2,52.462686734512005
0.0303,24.0,1,1,0.0,85.0,1.0,84.0,777,855.2,0,2,61.7147242017445
0.4138,17.0,1,2,0.4985,1.67,0.67,1.0,44,18.1,0,3,21.933654310589592
1.0,1.0,1,6,1.0,2.0,1.0,1.0,641,23.6,0,7,29.566980976128125
0.0649,1.0,1,1,0.0,38.0,0.5,37.5,690,381.2,1,2,59.77129746619323
0.2516,1.0,0,1,0.2801,5.0,4.0,1.0,204,53.2,0,2,26.878902985754237
0.5857,26.7,1,1,0.8998,2.5,1.5,1.0,376,28.9,0,2,19.794660935438824
0.9996,14.0,1,5,1.0,2.0,1.0,1.0,590,21.6,0,6,27.15290371049686
0.3641,1.0,1,1,0.0,2.5,1.0,1.5,693,25.3,2,2,52.008993222976
0.6214,1.0,1,1,0.8079,16.5,0.5,16.0,607,165.4,1,2,36.15455642176273
0.5044,1.0,1,1,0.5216,2.5,1.0,1.5,831,25.5,3,2,44.94221051184925
0.5025,1.0,1,2,0.4623,21.33,1.0,20.33,586,214.8,2,3,67.77313361962413
0.6579,1.0,1,4,0.5615,2.2,1.0,1.2,463,33.5,0,5,29.514617983252247
0.7285,1.0,0,2,0.5269,32.67,2.67,30.0,86,332.4,1,3,54.103991086981395
0.3031,1.0,1,1,0.0,4.0,3.5,0.5,141,40.6,1,2,47.95174909742559
0.9994,128.4,1,1,1.0,1.5,0.5,1.0,706,19.1,0,2,17.344095402399624
0.4722,108.5,0,3,0.6632,14.25,1.0,13.25,244,149.9,1,4,50.31218913185701
0.4576,45.0,1,2,0.451,25.0,1.0,24.0,616,260.0,1,3,54.47149758184537
0.5981,1.0,0,2,0.446,34.33,0.67,33.67,395,349.4,1,3,71.5807490433769
0.1936,1.0,1,1,0.2237,13.5,0.5,13.0,220,146.7,2,2,65.07953298143346
1.0,1.0,1,4,1.0,2.0,1.0,1.0,492,27.4,0,5,21.757135962697156
0.4371,1.0,1,3,0.5255,24.5,1.5,23.0,129,248.3,2,4,69.64322795437234
0.924,1.0,1,2,0.989,45.67,0.67,45.0,649,457.6,0,3,54.34258501380958
0.0272,42.3,1,1,0.0,76.5,0.5,76.0,1,770.6,1,2,78.54054129043746
0.5133,8.1,1,3,0.4281,5.0,1.0,4.0,375,55.1,1,4,34.39337079480372
0.9303,47.4,1,3,0.3333,6.25,1.0,5.25,759,66.1,1,4,44.72268504212509
0.2209,24.0,1,1,0.1799,6.0,0.5,5.5,67,61.8,1,2,45.06614795723249
0.8621,1.0,1,5,0.5775,12.33,6.17,6.17,772,132.1,0,6,25.75218884501929
0.6734,1.0,1,2,0.6532,2.67,1.33,1.33,767,30.1,1,3,27.213728386458044
0.4124,28.8,1,1,0.0,9.5,0.5,9.0,388,102.2,1,2,33.566187434759996
0.3692,1.0,1,1,0.3149,4.5,1.0,3.5,666,50.1,1,2,35.50686524746607
0.1254,1.0,1,1,0.0442,4.0,0.5,3.5,624,42.1,1,2,43.158289777269346
0.0313,50.7,1,1,0.0,55.5,8.0,47.5,160,559.5,1,2,77.92661190173371
0.8263,22.0,1,1,0.5106,2.5,1.5,1.0,28,26.3,0,2,23.395220440616413
0.7153,1.0,1,4,0.3256,3.4,0.8,2.6,215,37.1,0,5,39.53809008061642
0.079,1.0,1,1,0.8474,76.5,0.5,76.0,64,771.2,2,2,65.89739763395872
0.2705,17.0,1,1,0.0,8.0,0.5,7.5,446,89.2,2,2,44.25447405353811
0.0512,186.6,1,2,0.0182,11.0,1.67,9.33,187,115.3,1,3,44.81137481649252
0.633,59.8,1,2,0.0,2.33,0.67,1.67,154,23.9,1,3,41.49453223706621
0.9999,65.6,1,1,1.0,2.0,1.0,1.0,274,23.9,1,2,27.244038396729856
0.6392,1.0,1,1,0.0,9.5,0.5,9.0,392,95.1,0,2,23.41223904512278
0.87,33.9,1,3,0.6232,5.0,0.75,4.25,151,52.0,1,4,36.873279524705815
0.6522,38.1,1,1,0.8835,4.0,0.5,3.5,316,45.6,0,2,13.89656770400104
1.0,155.7,1,4,1.0,2.0,1.0,1.0,716,20.3,0,5,25.081704391155935
0.5198,1.0,0,1,0.0,20.5,0.5,20.0,437,209.4,0,2,45.57397207272469
0.4457,1.0,1,2,0.4956,42.67,1.0,41.67,49,436.1,0,3,49.241434728191564
0.9986,1.0,1,4,1.0,2.0,1.0,1.0,230,24.1,0,5,20.248449343128925
0.4611,53.1,1,2,0.4468,1.67,0.67,1.0,696,21.8,1,3,29.05685260442634
0.592,1.0,1,1,0.5631,3.5,0.5,3.0,170,41.2,2,2,43.56972103306432
0.0611,84.8,1,1,0.0,29.5,0.5,29.0,306,301.7,2,2,75.50315145224654
0.9996,1.0,0,2,1.0,2.0,1.0,1.0,750,23.7,0,3,14.410366475348328
0.5159,1.0,1,2,0.4977,40.33,0.67,39.67,377,408.9,1,3,65.84436560193421
0.8644,1.0,1,1,0.5521,12.5,0.5,12.0,750,127.8,1,2,38.59757310832684
0.9586,1.0,1,3,0.8753,2.25,1.5,0.75,369,23.6,3,4,48.58896477898816
0.6651,1.0,1,2,0.5,9.0,1.0,8.0,378,95.2,1,3,39.93321303277327
0.1304,1.0,1,2,0.1185,15.33,1.67,13.67,876,154.9,0,3,33.67225387095904
0.0986,1.0,1,1,0.0,41.0,0.5,40.5,664,415.8,2,2,73.98506500110022
0.583,1.0,0,1,0.0827,3.0,0.5,2.5,178,30.8,0,2,21.78320472713088
1.0,38.7,1,1,1.0,2.0,1.0,1.0,271,20.3,3,2,57.89458203513186
0.6244,25.5,1,2,0.5579,3.0,0.67,2.33,78,30.7,2,3,44.916358221077395
0.9914,1.0,1,1,0.9897,2.5,1.5,1.0,473,28.8,0,2,14.776782651132482
0.7589,18.3,1,3,0.4563,2.75,1.0,1.75,759,31.1,0,4,28.32598059534336
1.0,1.0,1,1,1.0,2.0,1.0,1.0,621,20.8,0,2,17.258574564299085
0.0695,1.0,1,1,0.0,30.5,0.5,30.0,690,307.8,1,2,60.491613847797915
0.0214,1.0,1,1,0.0,120.0,0.5,119.5,724,1201.9,1,2,74.90113350956261
0.2574,53.7,1,1,0.2701,4.5,3.5,1.0,1,47.5,1,2,40.85114070904977
1.0,28.9,0,1,1.0,2.0,1.0,1.0,778,24.7,0,2,14.948120607283082
0.9999,1.0,1,1,1.0,1.5,1.0,0.5,136,15.3,2,2,34.62801302272942
0.4148,18.4,1,1,0.5045,3.0,0.5,2.5,489,39.4,1,2,32.57939370570599
0.62,1.0,1,1,0.1959,3.0,0.5,2.5,109,35.6,0,2,14.981856250196115
1.0,1.0,1,6,1.0,3.0,1.0,2.0,630,37.1,0,7,19.228124524924976
0.3492,1.0,0,2,0.4984,40.33,0.67,39.67,717,403.8,0,3,60.39309613210709
0.8494,1.0,1,2,0.7594,2.0,1.0,1.0,720,24.9,0,3,30.74642952728678
0.9952,24.1,1,2,0.9999,1.67,0.67,1.0,189,16.9,0,3,17.881923044475652
0.0818,84.3,0,1,0.0,33.5,0.5,33.0,20,345.7,1,2,65.50838743160111
0.4169,1.0,1,4,0.3218,2.2,1.2,1.0,77,24.3,1,5,41.4937341493232
0.5279,1.0,1,2,0.4922,3.67,0.67,3.0,568,37.7,1,3,52.416157335310324
0.1649,1.0,1,1,0.0,18.5,1.5,17.0,477,192.3,0,2,47.4796888657079
0.2926,1.0,1,1,0.2191,19.5,1.0,18.5,479,198.9,2,2,59.671928450314894
0.8216,78.2,1,6,0.6811,19.57,1.57,18.0,85,197.8,1,7,48.08541314029642
0.3661,73.1,1,1,0.1284,1.5,0.5,1.0,68,18.0,1,2,27.391463429040016
0.9919,31.1,1,4,0.9979,1.8,0.8,1.0,724,22.0,0,5,23.736121330712272
0.2811,1.0,0,1,0.0,4.5,0.5,4.0,171,48.0,0,2,26.264801398232212
0.7802,1.0,1,2,0.5172,20.0,1.0,19.0,51,201.5,1,3,41.860167079990944
0.3901,65.3,1,1,0.0,3.0,1.0,2.0,589,34.4,0,2,24.85526183786613
0.1761,45.5,1,3,0.1279,2.5,0.75,1.75,358,26.1,0,4,24.376259874249328
0.4637,10.1,1,2,0.5966,3.67,0.67,3.0,279,43.1,1,3,44.12794116651648
0.6583,21.3,1,2,0.4997,3.0,0.67,2.33,517,35.2,2,3,50.15222458335977
0.6591,27.9,1,3,0.3944,2.5,1.5,1.0,302,39.0,0,4,27.831404453848265
0.8036,1.0,0,2,0.6035,2.67,1.0,1.67,98,33.4,1,3,42.05243838667268
0.5093,1.0,0,2,0.604,1.67,0.67,1.0,799,17.6,1,3,33.78017133104609
0.71,1.0,1,5,0.5011,2.0,1.0,1.0,186,21.8,0,6,24.993086083653434
0.9999,1.0,1,1,0.9996,2.0,1.0,1.0,286,20.8,3,2,55.897761794650464
0.4458,1.0,1,3,0.6358,14.75,1.0,13.75,366,147.7,3,4,68.277445030655
0.3474,1.0,1,1,0.3095,3.0,1.5,1.5,802,30.5,1,2,29.85334030515631
0.5118,71.3,0,1,0.2217,4.0,1.0,3.0,718,47.3,2,2,45.92717844638521
0.859,9.6,0,1,0.9472,5.5,1.0,4.5,739,55.1,1,2,26.578068955461816
0.9997,1.0,1,2,1.0,2.0,1.0,1.0,305,31.2,0,3,12.563817420508302
0.3641,1.0,0,2,0.0184,2.0,0.67,1.33,197,29.7,1,3,44.686217450967064
0.9993,18.9,1,1,1.0,1.5,0.5,1.0,81,15.8,0,2,27.617553195015624
0.9989,1.0,1,5,1.0,2.0,1.0,1.0,632,22.3,0,6,17.18389654356827
0.9999,84.0,1,3,1.0,1.75,0.75,1.0,443,18.3,0,4,23.382477569726213
0.9995,1.0,1,6,1.0,2.0,1.0,1.0,236,21.8,0,7,22.782940568370087
0.4955,59.5,1,2,0.1333,12.33,4.33,8.0,865,123.8,0,3,32.05914464038908
0.7146,1.0,0,2,0.2645,5.67,1.0,4.67,683,63.4,2,3,47.00049341335211
1.0,1.0,0,1,1.0,2.5,1.5,1.0,768,26.2,0,2,13.719795402757242
0.9998,1.1,1,1,0.9995,1.5,0.5,1.0,476,16.1,0,2,17.955360862215354
0.7012,181.3,1,3,0.6667,28.0,0.75,27.25,829,282.3,1,4,50.46975005201639
0.9436,1.0,1,1,0.8681,6.5,0.5,6.0,137,71.1,1,2,34.77534537345089
0.9981,1.0,1,4,1.0,2.2,1.2,1.0,250,26.7,0,5,22.88307611544189
0.448,13.5,1,2,0.6109,25.0,1.67,23.33,337,254.0,2,3,60.98185431254536
0.9996,1.0,1,2,1.0,1.67,1.0,0.67,288,17.2,0,3,14.606397197753697
0.5474,41.9,1,3,0.6341,6.25,1.0,5.25,352,62.7,0,4,24.97948070793253
0.4312,61.3,1,4,0.2449,4.6,0.8,3.8,250,48.9,1,5,46.22529900569333
0.1679,1.0,1,1,0.0309,30.5,0.5,30.0,330,308.0,1,2,63.99417608399006
0.985,1.0,1,3,0.3333,3.0,1.0,2.0,809,37.9,0,4,23.760508307463652
0.9994,7.0,0,2,1.0,2.33,1.33,1.0,630,28.7,0,3,20.42114123933298
0.0076,1.0,1,1,0.0,121.0,0.5,120.5,258,1211.9,1,2,75.62565734473638
0.5706,1.0,1,2,0.5672,44.67,1.33,43.33,140,452.5,1,3,55.50354011567916
0.5685,59.5,1,3,0.658,21.5,1.0,20.5,311,221.4,1,4,53.42310848243273
0.9992,10.5,1,3,1.0,2.0,1.0,1.0,83,21.1,0,4,17.61717988609926
1.0,109.4,1,2,1.0,2.33,1.33,1.0,465,24.7,0,3,21.922760970171883
0.6485,35.5,1,1,0.0,2.5,0.5,2.0,346,33.6,2,2,44.46082498678884
0.196,1.0,0,2,0.059,29.67,0.67,29.0,141,303.0,1,3,52.70522250849134
0.9991,57.5,1,6,1.0,2.0,1.0,1.0,126,25.4,0,7,17.274075927976902
0.0313,1.0,1,1,0.0,16.5,1.5,15.0,103,172.1,0,2,40.1488885183721
0.8635,1.0,1,4,0.6914,4.8,1.4,3.4,209,60.5,3,5,59.832334809089424
0.9938,79.1,1,4,0.75,3.2,1.4,1.8,795,33.9,1,5,30.76270821944872
0.3282,1.0,1,1,0.3628,1.5,0.5,1.0,818,19.5,1,2,37.55210151567786
0.6397,4.5,1,2,0.0973,2.33,0.67,1.67,144,27.4,0,3,20.29834073788656
0.1071,1.0,0,1,0.0,20.5,0.5,20.0,520,206.0,2,2,63.17609866314217
0.998,1.0,0,4,1.0,2.0,1.0,1.0,159,24.4,0,5,16.577501131920894
0.1177,1.0,1,3,0.0655,36.75,0.75,36.0,315,375.4,2,4,73.89497201747128
0.1713,1.0,1,2,0.0222,13.33,2.0,11.33,79,138.7,1,3,48.641598317884004
0.2086,116.3,1,1,0.2835,18.0,0.5,17.5,329,189.7,1,2,43.39285076463406
0.6728,91.7,1,4,0.6534,2.2,1.0,1.2,731,28.3,0,5,23.881380059799852
1.0,35.2,1,1,1.0,1.5,0.5,1.0,418,17.5,0,2,22.76989269931891
0.0517,25.2,1,1,0.0,40.5,1.0,39.5,439,406.9,0,2,53.16067759558444
0.4957,1.6,0,2,0.6668,2.0,0.67,1.33,824,23.8,1,3,37.52278768503729
0.4417,1.0,1,1,0.0,18.5,1.0,17.5,303,198.8,0,2,36.07014780740777
0.9994,1.0,1,1,1.0,1.5,0.5,1.0,597,17.5,0,2,20.53903272605936
0.9999,57.0,0,5,1.0,2.17,1.17,1.0,267,25.2,3,6,61.89481565040705
0.9997,1.0,1,1,1.0,1.5,0.5,1.0,203,17.9,0,2,5.0
0.7103,1.0,1,3,0.6911,2.75,0.75,2.0,279,31.4,1,4,30.919726384449216
0.8187,1.0,1,4,0.8516,4.0,0.8,3.2,245,44.0,1,5,39.25594083151326
0.5644,12.1,1,3,0.5381,1.75,0.75,1.0,820,17.7,0,4,24.536087028359663
0.363,1.0,1,1,0.5024,11.5,1.0,10.5,174,118.6,1,2,42.79731687806717
0.0192,27.2,1,1,0.0,94.5,0.5,94.0,20,946.1,1,2,68.25095821414047
0.6056,48.9,1,3,0.5021,17.75,1.0,16.75,597,186.4,0,4,39.61702741119025
0.5926,1.0,1,2,0.5579,9.33,1.0,8.33,662,93.8,1,3,39.21569086379649
0.6564,1.0,1,1,0.0462,16.5,8.5,8.0,754,170.7,1,2,52.302222618897126
0.8075,17.6,0,2,0.9795,2.0,1.0,1.0,370,31.0,3,3,51.2683420526304
0.5235,1.0,0,1,0.702,1.5,1.0,0.5,33,18.6,1,2,32.5408753890904
0.8132,1.0,1,1,0.9758,2.5,1.5,1.0,177,26.4,0,2,16.35562295220671
0.4766,41.2,1,1,0.3119,13.5,0.5,13.0,391,139.5,1,2,41.77977247023057
0.5186,1.0,1,4,0.4334,4.6,1.8,2.8,822,50.9,1,5,38.1370927683124
0.6151,1.0,1,2,0.5,5.33,1.67,3.67,212,54.5,0,3,29.059373978424073
0.5877,1.0,1,1,0.0,4.0,1.0,3.0,815,48.0,1,2,37.535535274602346
0.9998,1.0,1,4,1.0,2.0,1.2,0.8,117,23.8,1,5,34.58167791107972
0.6303,1.0,1,2,0.4889,2.67,1.67,1.0,803,27.9,0,3,36.15911621684791
0.9814,1.0,1,5,0.6,3.0,1.0,2.0,722,35.1,0,6,34.09453843411934
0.2442,1.0,1,1,0.2749,3.0,0.5,2.5,618,37.9,0,2,24.701262416820462
1.0,129.5,1,4,1.0,2.0,1.0,1.0,755,23.0,0,5,28.196576175692293
0.9999,1.0,1,3,1.0,2.0,1.0,1.0,624,22.9,0,4,19.100362030446206
0.8091,1.0,1,3,0.6667,6.5,1.0,5.5,854,76.6,0,4,17.86670245426093
0.323,42.0,1,1,0.4238,4.0,0.5,3.5,134,46.4,1,2,30.052637611689438
0.88,71.4,1,1,0.1376,19.5,0.5,19.0,512,198.1,1,2,40.921218656983484
0.8598,18.5,1,2,0.0,5.0,0.67,4.33,751,51.2,1,3,40.19484213759522
0.8966,1.0,1,3,0.6163,2.0,1.0,1.0,620,20.5,0,4,25.109249042120833
0.8604,1.0,1,2,0.9839,2.0,0.67,1.33,625,20.4,0,3,28.682589008813494
0.4629,1.0,1,2,0.1649,3.0,1.0,2.0,757,37.5,0,3,30.652176533474776
0.0495,1.0,1,2,0.0,98.33,1.33,97.0,584,985.1,1,3,72.1681492078892
0.9751,3.4,1,3,1.0,1.75,1.0,0.75,311,17.8,0,4,25.444261468648826
0.5636,1.0,1,5,0.4657,3.5,1.17,2.33,135,37.7,1,6,29.41487223510503
0.9979,1.0,1,1,0.9997,2.0,1.5,0.5,267,26.4,3,2,49.53537820014656
0.0964,1.0,1,1,0.0088,16.0,0.5,15.5,307,163.0,1,2,53.82383489038985
0.6642,1.0,1,4,0.5745,3.4,1.4,2.0,789,34.0,1,5,30.239731288949102
0.8564,73.5,1,1,0.7619,2.0,1.0,1.0,406,21.8,1,2,35.70085468146592
0.7435,9.2,1,6,0.729,21.0,0.86,20.14,574,210.1,1,7,56.49392769823718
0.3401,1.0,1,1,0.3676,1.5,1.0,0.5,690,17.7,1,2,31.879613147937103
0.6895,1.0,0,2,0.7331,3.33,0.67,2.67,668,36.7,0,3,26.893421586374522
0.3174,1.4,1,1,0.3442,1.5,1.0,0.5,482,17.3,3,2,66.27892495587388
0.7586,1.0,1,1,0.9858,2.0,1.0,1.0,298,34.1,0,2,19.397253826708855
